idx,sim_id,lambda_real,gamma_real,lambda_pred,gamma_pred,lambda_abs_err,gamma_abs_err,cov_lambda_lambda,cov_lambda_gamma,cov_gamma_gamma,mahalanobis_d2,nll,ellipse_area_65,ellipse_area_90
13,sim__lam_m0p15__gam_0p044444444__rep_000__20260603_000942_308446,-0.15000000596046448,0.04444444552063942,-0.11540350281998535,0.04030268395418446,0.03459650314047913,0.00414176156645496,0.0012133933858706374,-0.00016101706548340785,2.251390149615356e-05,1.1623376124879172,-7.7773154885419045,0.00024607761831160914,0.0005397244375225619
16,sim__lam_m0p15__gam_0p047777778__rep_000__20260603_001027_665592,-0.15000000596046448,0.04777777940034866,-0.10650756427499175,0.04150942741377328,0.04349244168547273,0.006268351986575382,0.001360857131559082,-0.00018709317011548452,2.6553461895454364e-05,1.4903930390583113,-7.716737005976326,0.0002218935532550574,0.0004866812920336955
18,sim__lam_m0p15__gam_0p05__rep_000__20260603_001057_913270,-0.15000000596046448,0.05000000074505806,-0.11018599018188757,0.044553666201535336,0.039814015778576906,0.005446334543522724,0.0012698482541117816,-0.00017006976403098294,2.381363006349052e-05,1.2608604108203778,-7.756037898008517,0.00023928688772685558,0.0005248302619759577
19,sim__lam_m0p15__gam_0p051111111__rep_000__20260603_001113_039521,-0.15000000596046448,0.05111110955476761,-0.1144954432241514,0.045088003192463866,0.03550456273631308,0.006023106362303743,0.0013320859232511383,-0.00019121881480297306,2.8304486207411414e-05,1.9498710789689824,-7.483581473334307,0.00022265295190372842,0.0004883468884878612
20,sim__lam_m0p15__gam_0p052222222__rep_000__20260603_001127_854312,-0.15000000596046448,0.052222222089767456,-0.11588279279558122,0.047596464022991114,0.03411721316488325,0.004625758066776342,0.0016127342857220428,-0.00022548146339547784,3.2414172969722026e-05,0.7451634041606532,-7.971094501899848,0.0002497486715919807,0.000547776194445676
21,sim__lam_m0p15__gam_0p053333333__rep_000__20260603_001143_371139,-0.15000000596046448,0.0533333346247673,-0.10060697027737131,0.04721258882002832,0.04939303568309317,0.006120745804738981,0.001843869376698612,-0.00026483374307658287,3.8970362127087703e-05,2.33955629784419,-7.0830057528990205,0.00027351252080494193,0.000599897676431067
22,sim__lam_m0p15__gam_0p054444444__rep_000__20260603_001158_386403,-0.15000000596046448,0.05444444343447685,-0.09805869519277044,0.04670987659209569,0.05194131076769404,0.007734566842381163,0.001891935149413888,-0.0002663908550883635,3.843485875485514e-05,1.6174287840723238,-7.434613217805697,0.0002761112026439739,0.000605597390624885
23,sim__lam_m0p15__gam_0p055555556__rep_000__20260603_001213_644580,-0.15000000596046448,0.0555555559694767,-0.1081348044385888,0.05015009114185176,0.04186520152187567,0.0054054648276249395,0.002138334264050832,-0.0003246093436588282,5.012059569990807e-05,1.8895059753617218,-7.284176755562506,0.0002801153714790555,0.0006143797731393449
24,sim__lam_m0p15__gam_0p056666667__rep_000__20260603_001229_061365,-0.15000000596046448,0.05666666850447655,-0.10560580234590988,0.04990337636256825,0.044394203614554595,0.006763292141908295,0.0018994185500078229,-0.00027843086492449273,4.166321065608592e-05,1.114614661931455,-7.727670802864764,0.0002648472298748771,0.000580892009417189
25,sim__lam_m0p15__gam_0p057777778__rep_000__20260603_001244_294206,-0.15000000596046448,0.057777777314186096,-0.09010406088031386,0.05006512571993316,0.059895945080150614,0.0077126515942529394,0.0024001258117108226,-0.00036125239798435755,5.521425885362451e-05,3.51267700724199,-6.41639540491787,0.00029630738964385634,0.0006498938843222876
27,sim__lam_m0p15__gam_0p06__rep_000__20260603_001314_520548,-0.15000000596046448,0.05999999865889549,-0.08530063720883341,0.0491638511065382,0.06469936875163107,0.01083614755235729,0.0021880098668047216,-0.00032767709109356483,5.003981337364303e-05,3.2733728904023423,-6.512464142123245,0.00030337835266797705,0.0006654026964081705
28,sim__lam_m0p15__gam_0p061111111__rep_000__20260603_001329_739594,-0.15000000596046448,0.06111111119389534,-0.09863749201028504,0.05341510731538435,0.051362513950179434,0.007696003878510993,0.0021527457662699773,-0.00033088906299045607,5.176704197052812e-05,1.268966583134656,-7.554407898344238,0.0002915583369809317,0.000639477740851587
29,sim__lam_m0p15__gam_0p062222222__rep_000__20260603_001344_646206,-0.15000000596046448,0.06222222372889519,-0.0909555295222284,0.05270133799785093,0.05904447643823607,0.00952088573104426,0.002166480877597213,-0.00032269985022410387,4.893692001778498e-05,2.2149688221883252,-7.099119742876828,0.00028643944385835603,0.0006282504226977607
30,sim__lam_m0p15__gam_0p063333333__rep_000__20260603_001400_004845,-0.15000000596046448,0.06333333253860474,-0.10963444618127438,0.05671552678578262,0.0403655597791901,0.006617805752822115,0.001990649763322958,-0.0003117639022235859,4.970163284529439e-05,0.9186408395685675,-7.786972189813272,0.0002752937454746136,0.0006038044538516873
31,sim__lam_m0p15__gam_0p064444444__rep_000__20260603_001415_450995,-0.15000000596046448,0.06444444507360458,-0.060423301133116336,0.05155785829601989,0.08957670482734814,0.012886586777584697,0.0024505490241496656,-0.0003809867819799987,6.0255947266386795e-05,4.330468930595487,-5.8985344704277045,0.00033041927119862067,0.0007247118064531312
32,sim__lam_m0p15__gam_0p065555556__rep_000__20260603_001430_561193,-0.15000000596046448,0.06555555760860443,-0.12228158367118791,0.059939497656720686,0.027718422289276567,0.005616059951883745,0.0019417655908913218,-0.00031181140736554706,5.1137905892287225e-05,1.6679120031312031,-7.32567004800361,0.00030021691187563263,0.0006584686775196739
33,sim__lam_m0p15__gam_0p066666667__rep_000__20260603_001445_911656,-0.15000000596046448,0.06666667014360428,-0.10214957424850324,0.0586580756735664,0.04785043171196124,0.008008594470037877,0.002221993967058718,-0.00033938169865588974,5.277933288729903e-05,1.5501140578282815,-7.378821369628992,0.00030194742233831965,0.0006622642229760588
34,sim__lam_m0p15__gam_0p067777778__rep_000__20260603_001500_726652,-0.15000000596046448,0.06777777522802353,-0.043518799580428924,0.05146015366457135,0.10648120638003555,0.016317621563452178,0.002677834592533527,-0.00041979953392690697,6.669872010945757e-05,4.3927820038933305,-5.894552271677413,0.0003215612468383986,0.000705283415329287
35,sim__lam_m0p15__gam_0p068888889__rep_000__20260603_001516_085108,-0.15000000596046448,0.06888888776302338,-0.12498389903577856,0.06356965647123447,0.02501610692468592,0.005319231291788906,0.0018866075329075508,-0.0003099275383446327,5.154037331840398e-05,2.6684323687256324,-7.10619909101728,0.00022672005695687693,0.0004972673096225296
36,sim__lam_m0p15__gam_0p07__rep_000__20260603_001531_094480,-0.15000000596046448,0.07000000029802322,-0.10773541466177106,0.06362767315476958,0.04226459129869342,0.006372327143253642,0.0021026995790909874,-0.0003312355252705241,5.313747658398401e-05,0.9346103891664939,-7.706097278606232,0.0002961093552042143,0.000649459533456576
37,sim__lam_m0p15__gam_0p071111111__rep_000__20260603_001546_490479,-0.15000000596046448,0.07111111283302307,-0.10434612070606208,0.06308012908500427,0.04565388525440239,0.008030983748018805,0.002161299994036304,-0.0003620446308771938,6.166519831632868e-05,1.108720617452441,-7.575012794548452,0.00030943813934413084,0.0006786936855592124
39,sim__lam_m0p15__gam_0p073333333__rep_000__20260603_001616_402293,-0.15000000596046448,0.07333333045244217,-0.09964111024195033,0.06424775475680455,0.05035889571851415,0.009085575695637615,0.0023990103314089632,-0.0003991985933923504,6.752742502214367e-05,1.5098637227165739,-7.283534292999303,0.00033888646784848667,0.0007432829913524214
41,sim__lam_m0p15__gam_0p075555556__rep_000__20260603_001646_296680,-0.15000000596046448,0.07555555552244186,-0.10018109230102823,0.0683862678049798,0.04981891365943625,0.007169287717462058,0.0028598372163662197,-0.00047295734224295693,7.915836255382864e-05,2.0837777449179953,-6.986839267406901,0.0003422026695877847,0.0007505564489335472
44,sim__lam_m0p15__gam_0p078888889__rep_000__20260603_001731_269030,-0.15000000596046448,0.07888888567686081,-0.09899142644260595,0.06858326302029916,0.05100857951785853,0.010305622656561653,0.002641795547856887,-0.00042058435068053474,6.812370291220679e-05,5.082379170152322,-5.420475143868447,0.0003659389710010877,0.0008026175100615782
45,sim__lam_m0p15__gam_0p08__rep_000__20260603_001745_857189,-0.15000000596046448,0.07999999821186066,-0.07488285057893496,0.06564458924623784,0.07511715538152952,0.014355408965622818,0.002745338267821545,-0.00045964288826857156,7.783538807900195e-05,5.655395327141093,-5.255646677186392,0.0003240140768079724,0.0007106632311969385
46,sim__lam_m0p15__gam_0p081111111__rep_000__20260603_001800_989591,-0.15000000596046448,0.0811111107468605,-0.1070572036832318,0.07397607386225513,0.04294280227723268,0.0071350368846053724,0.0023349992703162975,-0.0004047813883893532,7.134901103827908e-05,0.8709142711378348,-7.582149959132603,0.0003460295610061305,0.00075895000716285
47,sim__lam_m0p15__gam_0p082222222__rep_000__20260603_001815_822989,-0.15000000596046448,0.08222222328186035,-0.06884152991175796,0.06654208443627763,0.08115847604870652,0.015680138845582725,0.002668017017121591,-0.0004891543994063295,9.02086593754316e-05,3.6846756123360933,-6.510968318173307,0.00024735515495846305,0.0005425264710958247
48,sim__lam_m0p15__gam_0p083333333__rep_000__20260603_001830_378328,-0.15000000596046448,0.0833333358168602,-0.11408636829390328,0.07661448227956191,0.03591363766656119,0.006718853537298286,0.0021598486317833477,-0.0003719883801607345,6.502229895508492e-05,0.8951403512296636,-7.714112703927079,0.0002996000513390673,0.000657115711295391
49,sim__lam_m0p15__gam_0p084444444__rep_000__20260603_001844_850072,-0.15000000596046448,0.08444444090127945,-0.08507215563472625,0.07193847812532106,0.06492785032573822,0.01250596277595839,0.0026104613140728998,-0.0004540398927533649,8.002752214535114e-05,3.0083069934748607,-6.512616685318716,0.0003463192787387163,0.0007595854478881506
51,sim__lam_m0p15__gam_0p086666667__rep_000__20260603_001913_877648,-0.15000000596046448,0.08666666597127914,-0.0780281667150482,0.07348641127424804,0.07197183924541628,0.013180254697031102,0.0022633928045867583,-0.00041165988088933856,7.598990296022536e-05,2.2958522374471784,-6.911494431790355,0.00033185918986272336,0.0007278699940867459
52,sim__lam_m0p15__gam_0p087777778__rep_000__20260603_001928_189255,-0.15000000596046448,0.08777777850627899,-0.06842925517364207,0.07457742379179388,0.08157075078682241,0.013200354714485107,0.0020141191519789047,-0.00036803129986843656,6.816591092945216e-05,6.472181632781854,-4.980821687758598,0.0002835018924329811,0.0006218074625389607
54,sim__lam_m0p15__gam_0p09__rep_000__20260603_001956_676167,-0.15000000596046448,0.09000000357627869,-0.10256430271328965,0.08054873412876695,0.04743570324717483,0.009451269447511734,0.002160817444924666,-0.00040051630670095284,7.52644867697522e-05,1.4639698642077974,-7.393129032241485,0.00031075889000332913,0.0006815905008467396
55,sim__lam_m0p15__gam_0p091111111__rep_000__20260603_002010_523400,-0.15000000596046448,0.09111110866069794,-0.11354725280118494,0.08321706750251945,0.03645275315927954,0.007894041158178489,0.001882512498233899,-0.0003400567737006978,6.204633046800671e-05,3.47706812489227,-6.70912602184828,0.0002250834490812593,0.0004936777216251597
56,sim__lam_m0p15__gam_0p092222222__rep_000__20260603_002024_403685,-0.15000000596046448,0.09222222119569778,-0.11655929844566959,0.08649932901848789,0.03344070751479489,0.005722892177209893,0.0019905678888782383,-0.00037283982028728067,7.06264662090834e-05,0.930706151444241,-7.8305632190551,0.0002619660742460727,0.0005745727427084131
57,sim__lam_m0p15__gam_0p093333333__rep_000__20260603_002037_954798,-0.15000000596046448,0.09333333373069763,-0.04606967204708612,0.07317405247434527,0.10393033391337836,0.020159281256352357,0.0020605053410783516,-0.0003900993946688724,7.515589999538067e-05,5.421396005445274,-5.319851847939579,0.00034157984276748373,0.0007491903968010236
58,sim__lam_m0p15__gam_0p094444444__rep_000__20260603_002051_339043,-0.15000000596046448,0.09444444626569748,-0.048836998424822475,0.07315963213745802,0.101163007535642,0.02128481412823946,0.002372951319429844,-0.0004383397010812024,8.210905695515359e-05,10.245098702430766,-2.904747031865795,0.00034269297149450026,0.0007516318328820509
59,sim__lam_m0p15__gam_0p095555556__rep_000__20260603_002104_871321,-0.15000000596046448,0.09555555880069733,-0.11311917365360769,0.08787763463809029,0.03688083230685679,0.007677924162607042,0.002013081094488342,-0.00041069185934114005,8.45523990210997e-05,0.7065416873928143,-7.953610146958037,0.00025910938589160897,0.0005683071403108079
60,sim__lam_m0p15__gam_0p096666667__rep_000__20260603_002118_030921,-0.15000000596046448,0.09666666388511658,-0.11384747402134732,0.08973760548269993,0.03615253193911716,0.0069290584024166435,0.0017910405196745799,-0.0003258763657449373,6.066729226706882e-05,0.8194550971779719,-7.6635061734157786,0.000327306676671195,0.0007178849225533395
61,sim__lam_m0p15__gam_0p097777778__rep_000__20260603_002130_734880,-0.15000000596046448,0.09777777642011642,-0.0855549628502521,0.08457943710215687,0.06444504311021237,0.013198339317959551,0.0018025206579910667,-0.0003409766961633604,6.545786661223323e-05,3.365322464240336,-6.568756686553864,0.0002738863895899738,0.0006007176864794943
62,sim__lam_m0p15__gam_0p098888889__rep_000__20260603_002143_240497,-0.15000000596046448,0.09888888895511627,-0.09054990695528442,0.08651484698032696,0.05945009900518006,0.012374041974789307,0.0022268232327433807,-0.00042082505265376763,8.019890673897268e-05,3.520001182426256,-6.562670811424286,0.00025505007537680315,0.0005594038150130206
63,sim__lam_m0p15__gam_0p1__rep_000__20260603_002155_554815,-0.15000000596046448,0.10000000149011612,-0.10810344122403537,0.08965789158243087,0.04189656473642911,0.010342109907685249,0.0020257377301569754,-0.000375275272095219,7.055628287136264e-05,7.299809325556964,-4.503598632829626,0.0003020607049476531,0.0006625126868267051
64,sim__lam_m0p15__gam_0p10111111__rep_000__20260603_002207_234499,-0.15000000596046448,0.10111110657453537,-0.09860223156413594,0.08910348958043013,0.05139777439632853,0.012007616994105241,0.0019989364570885695,-0.00043773752949638386,9.667486806844323e-05,2.014378095513308,-7.271426741790413,0.00026653765095202174,0.0005845996264337144
67,sim__lam_m0p15__gam_0p10444444__rep_000__20260603_002241_525596,-0.15000000596046448,0.10444443672895432,-0.06732359759462758,0.08883346316845842,0.0826764083658369,0.0156109735604959,0.0024640415373084115,-0.00046752775215013625,8.908487082502392e-05,2.7894414429722474,-7.167139357629005,0.00020079233673691367,0.0004403997882771239
69,sim__lam_m0p15__gam_0p10666667__rep_000__20260603_002304_093341,-0.15000000596046448,0.1066666692495346,-0.06801893368536871,0.09053739515180581,0.08198107227509577,0.016129274097728796,0.002516164881493277,-0.00048669944894722515,9.429709067158356e-05,3.1467143721383763,-7.420339106538035,0.00013037762012257407,0.000285958504349141
70,sim__lam_m0p15__gam_0p10777778__rep_000__20260603_002314_985866,-0.15000000596046448,0.10777778178453445,-0.058640665231453726,0.08998362290545003,0.09135934072901075,0.01779415887908442,0.002374913839549126,-0.0004610330778829979,8.957417815159223e-05,3.560388962718207,-7.6024727129097895,8.836395240670575e-05,0.00019380951765221848
71,sim__lam_m0p15__gam_0p10888889__rep_000__20260603_002325_786465,-0.15000000596046448,0.1088888868689537,-0.06620330801946173,0.0920917655063862,0.08379669794100275,0.016797121362567502,0.001744245923601524,-0.00034131043813101345,6.698947390129916e-05,4.815490436918026,-6.636227232449225,0.00012398478440137054,0.0002719370354830392
73,sim__lam_m0p15__gam_0p11111111__rep_000__20260603_002346_984309,-0.15000000596046448,0.1111111119389534,-0.14404029570828403,0.11038259304039322,0.00595971025218045,0.000728518898560182,0.0005599219300488411,-0.0001153161613439727,2.3952235912818625e-05,1.2905489555522789,-8.96617091900859,7.029396197736051e-05,0.00015417643160630913
74,sim__lam_m0p15__gam_0p11222222__rep_000__20260603_002357_527945,-0.15000000596046448,0.11222221702337265,-0.1254003884375523,0.1070961829646393,0.024599617522912176,0.005126034058733353,0.0005525988936692904,-0.00011418162795019305,2.38061522520626e-05,1.1037950299218267,-9.041202641943887,7.159542287803944e-05,0.00015703093847855567
75,sim__lam_m0p15__gam_0p11333333__rep_000__20260603_002408_107049,-0.15000000596046448,0.1133333295583725,-0.14303007396291623,0.11209357508481688,0.006969931997548251,0.001239754473555621,0.00044482038800826073,-9.228200584711021e-05,1.9346564015195876e-05,0.31992112522568394,-9.569005686928616,6.249990601631125e-05,0.0001370816527375142
76,sim__lam_m0p15__gam_0p11444444__rep_000__20260603_002418_443230,-0.15000000596046448,0.11444444209337234,-0.11698964364110687,0.10703221473446511,0.03301036231935761,0.007412227358907231,0.00039613778488408423,-8.376100537445407e-05,1.7937549116206635e-05,3.5751604035444586,-7.941066230836529,6.251989774122312e-05,0.0001371255007825221
77,sim__lam_m0p15__gam_0p11555556__rep_000__20260603_002428_901469,-0.15000000596046448,0.11555556207895279,-0.13439049077092147,0.11190533507403622,0.01560951518954301,0.003650227004916573,0.00019736941303616368,-4.480749434434017e-05,1.0449100195197614e-05,1.2755069426853467,-9.339668768025696,4.875018845477181e-05,0.00010692426326051332
78,sim__lam_m0p15__gam_0p11666667__rep_000__20260603_002439_137509,-0.15000000596046448,0.11666666716337204,-0.13163777553613532,0.11263579113719047,0.018362230424329162,0.0040308760261815735,0.00028549871046822735,-6.538778571913639e-05,1.516234361479538e-05,1.3444344791805776,-9.317757483694091,4.81420771367865e-05,0.00010559048678257655
79,sim__lam_m0p15__gam_0p11777778__rep_000__20260603_002449_598437,-0.15000000596046448,0.11777777969837189,-0.1418062598290737,0.11622893846528193,0.008193746131390789,0.0015488412330899592,0.0001170648474715721,-2.6175109893040634e-05,5.9432000677590665e-06,1.459206410309406,-10.067441448238355,2.1479234885500514e-05,4.7110615124337135e-05
80,sim__lam_m0p15__gam_0p11888889__rep_000__20260603_002459_891572,-0.15000000596046448,0.11888889223337173,-0.13196224207818652,0.11499911108126071,0.018037763882277957,0.003889781152111027,0.00011721328011296111,-2.6812216638417637e-05,6.213112729773345e-06,3.4747671407038183,-9.121794333279848,2.0185275418271347e-05,4.427256121915469e-05
81,sim__lam_m0p15__gam_0p12__rep_000__20260603_002510_289382,-0.15000000596046448,0.11999999731779099,-0.1375918556777238,0.11725503100330315,0.012408150282740671,0.00274496631448784,0.00023436629565450217,-6.13208893165654e-05,1.6275382044212264e-05,1.7457706683318293,-9.108873478261522,4.853923743374472e-05,0.00010646158233101698
83,sim__lam_m0p15__gam_0p12222222__rep_000__20260603_002530_952546,-0.15000000596046448,0.12222222238779068,-0.1421218012010259,0.12055000860218179,0.007878204759438567,0.0016722137856088892,0.00010025166482747387,-2.4876947955555067e-05,6.278617464768245e-06,1.3765584101857335,-10.109903990437981,2.1454793787745893e-05,4.705700822652759e-05
84,sim__lam_m0p15__gam_0p12333333__rep_000__20260603_002541_340790,-0.15000000596046448,0.12333332747220993,-0.15874046792533303,0.126169641994883,0.008740461964868551,0.002836314522673078,7.190403433484632e-05,-1.9345844749161635e-05,5.321339869098447e-06,3.0820151176920234,-9.374651827206076,1.9076780530644575e-05,4.1841288583203756e-05
85,sim__lam_m0p15__gam_0p12444444__rep_000__20260603_002551_605584,-0.15000000596046448,0.12444444000720978,-0.15756554296311265,0.12690458462226495,0.0075655370026481705,0.002460144615055171,6.413447435395718e-05,-1.723533823599395e-05,4.750017630665104e-06,2.4345441616617904,-9.747406973681432,1.8164193171455032e-05,3.983970183789861e-05
86,sim__lam_m0p15__gam_0p12555556__rep_000__20260603_002601_807841,-0.15000000596046448,0.12555555999279022,-0.1381192099649846,0.12239303652938283,0.011880795995479865,0.003162523463407396,7.898779950175332e-05,-2.082222271864623e-05,5.601608243202364e-06,1.795337089213902,-9.98729056358576,1.9671525702723708e-05,4.314574896311197e-05
87,sim__lam_m0p15__gam_0p12666667__rep_000__20260603_002612_190703,-0.15000000596046448,0.12666666507720947,-0.13775810666550736,0.12333513674248486,0.012241899294957115,0.0033315283347246094,7.526692236347814e-05,-2.0744836674904624e-05,5.830974402306634e-06,2.007071971990314,-9.902229619535724,1.9266458780504192e-05,4.225731173645985e-05
88,sim__lam_m0p15__gam_0p12777778__rep_000__20260603_002622_508640,-0.15000000596046448,0.12777778506278992,-0.14684455078826275,0.12727699435875373,0.0031554551722017266,0.0005007907040361914,5.353046449525909e-05,-1.5251422223362581e-05,4.437451403455034e-06,1.9069583680884703,-10.226185210888872,1.465038928713264e-05,3.21328415470575e-05
89,sim__lam_m0p15__gam_0p12888889__rep_000__20260603_002632_922711,-0.15000000596046448,0.12888889014720917,-0.1467286904025853,0.1280801960937552,0.003271315557879184,0.0008086940534539622,5.485972318250344e-05,-1.61778370425066e-05,4.8827478059591025e-06,0.4123720433391389,-10.863727243193711,1.6349838795306608e-05,3.586026070931423e-05
90,sim__lam_m0p15__gam_0p13__rep_000__20260603_002643_324654,-0.15000000596046448,0.12999999523162842,-0.14268014797926387,0.12811462629362147,0.007319857981200606,0.0018853689380069483,4.813394195437754e-05,-1.4348633803215474e-05,4.367236570771972e-06,2.091735507299937,-10.199095192211548,1.3724305111049435e-05,3.0101652101773952e-05
92,sim__lam_m0p15__gam_0p13222222__rep_000__20260603_002704_022733,-0.15000000596046448,0.1322222203016281,-0.15334122195609723,0.13337804569952816,0.0033412159956327514,0.0011558253979000455,3.608846549222142e-05,-1.151574015912639e-05,3.79143763883193e-06,0.3781606463811382,-11.0692408303989,1.3542192052526258e-05,2.9702221756375904e-05
93,sim__lam_m0p15__gam_0p13333333__rep_000__20260603_002714_378583,-0.15000000596046448,0.13333332538604736,-0.15145722327761213,0.13380818659474691,0.0014572173171476521,0.00047486120869955073,3.422646572834768e-05,-1.124250668184518e-05,3.807156724328645e-06,0.06216825976118123,-11.264580886418717,1.3045800565632332e-05,2.8613481472342632e-05
94,sim__lam_m0p15__gam_0p13444444__rep_000__20260603_002724_696973,-0.15000000596046448,0.1344444453716278,-0.14957263144140498,0.13423457386168636,0.00042737451905949797,0.00020987150994145054,3.251229187287685e-05,-1.0987269418926937e-05,3.825364116640777e-06,0.043754264248407615,-11.308219463733248,1.2604258167744081e-05,2.764504222956345e-05
96,sim__lam_m0p15__gam_0p13666667__rep_000__20260603_002745_271097,-0.15000000596046448,0.1366666704416275,-0.1463009680764502,0.13519990031688067,0.003699037884014267,0.00146677012474683,2.9243334270170216e-05,-1.0448335672034897e-05,3.8426471673622726e-06,0.660167748924529,-11.065334421387252,1.1807241228555883e-05,2.5896937212330317e-05
97,sim__lam_m0p15__gam_0p13777778__rep_000__20260603_002755_556216,-0.15000000596046448,0.13777777552604675,-0.14501512262020633,0.13576347825000212,0.0049848833402581505,0.00201429727604463,2.7641036252783593e-05,-1.0152087218317555e-05,3.837446804536898e-06,1.2083800295470795,-10.823116482956245,1.1436669372715346e-05,2.508415835081697e-05
98,sim__lam_m0p15__gam_0p13888889__rep_000__20260603_002805_924944,-0.15000000596046448,0.1388888955116272,-0.14382861254622714,0.13634789148852988,0.006171393414237336,0.002541004023097315,2.6111104476829333e-05,-9.856809048960508e-06,3.828976683510023e-06,1.8718444857504224,-10.52296606965945,1.1081122557145145e-05,2.4304334056501977e-05
99,sim__lam_m0p15__gam_0p14__rep_000__20260603_002816_136570,-0.15000000596046448,0.14000000059604645,-0.14273238293116197,0.1369474259784198,0.007267623029302506,0.0030525746176266466,2.465694348956625e-05,-9.566011340854802e-06,3.8188063337834764e-06,2.6469589189535583,-10.166587691107118,1.0740956577918122e-05,2.3558244700378054e-05
100,sim__lam_m0p1469697__gam_0p03__rep_000__20260603_002826_292449,-0.14696970582008362,0.029999999329447746,-0.10935416062142655,0.026052466481665704,0.03761554519865706,0.003947532847782043,0.0010421047626245387,-0.00010851161330027815,1.2034528559624273e-05,1.3590445974280208,-7.977213865679869,0.0001826177441020592,0.0004005372771948401
101,sim__lam_m0p1469697__gam_0p031111111__rep_000__20260603_002841_666864,-0.14696970582008362,0.031111111864447594,-0.12177296946070815,0.028644540716342703,0.02519673635937547,0.00246657114810489,0.0007811309866777391,-7.006897984991854e-05,7.2018976418491885e-06,0.8592315449020091,-8.261203143451997,0.00017649850156854077,0.00038711588293262344
102,sim__lam_m0p1469697__gam_0p032222222__rep_000__20260603_002856_995296,-0.14696970582008362,0.03222222253680229,-0.12428562264367304,0.030152289584517433,0.022684083176410574,0.0020699329522848586,0.0008366662342800948,-7.83824095059408e-05,7.995240861700033e-06,0.6196956613714102,-8.516892148215032,0.00015406757789215606,0.00033791791951192046
